% r                       z                        imag(ewfd.Hr)
94.62753442436218         11.514363688657081       -1.829474672295246E-11
94.83283725296458         11.84290912577139        2.349916382550088E-10
95.03814008156698         12.171454562885694       2.401790369192975E-10
94.4341282346744          11.84290912577139        -2.571619511012602E-10
94.63943106327683         12.171454562885696       -1.3556027334604468E-11
94.84473389187922         12.5                     1.700481169273135E-10
94.24072204498661         12.171454562885694       -2.5361211519947407E-10
94.44602487358905         12.500000000000002       -1.6364464316383265E-10
94.04731585529885         12.5                     -3.1266498470001614E-11
99.03577615320644         4.765498408662386        -1.1177086806782891E-11
99.35718410213764         4.56588782799715         -7.746838155775336E-12
99.6785920510688          4.366277247331915        -9.091301484501847E-12
100                       4.166666666666682        -9.63563464758799E-12
99.35718410213764         4.962713224822549        -1.4002535370230834E-11
99.67859205106885         4.763102644157314        -1.0322676706834506E-11
100                       4.56349206349208         -9.440444259465587E-12
99.6785920510688          5.159928040982711        -1.2583049796828221E-11
100.00000000000001        4.960317460317479        -8.897819774787573E-12
99.03451636869778         3.57281759779536         -1.0763126581767004E-11
99.35634424579852         3.373941890593737        -6.771488272538664E-12
99.67817212289926         3.1750661833921137       -7.95752092090977E-12
100                       2.9761904761904905       -8.550161631093556E-12
99.35634424579852         3.770767287419135        -1.3643871033982159E-11
99.67817212289927         3.5718915802175117       -9.526012287285157E-12
100                       3.373015873015888        -8.881782082621844E-12
99.67817212289926         3.968716977042908        -1.1551770462833272E-11
100.00000000000001        3.7698412698412853       -8.454347219375726E-12
93.4387111134137          11.523443853488635       -2.181152150762974E-11
93.64157936070876         11.848962568992423       1.8928655043878164E-10
93.8444476080038          12.17448128449621        1.955850887682757E-10
93.24172949694531         11.848962568992423       -2.117866913191437E-10
93.44459774424038         12.174481284496213       -1.6093372694328434E-11
93.64746599153543         12.5                     1.3551329554161308E-10
93.04474788047693         12.17448128449621        -2.0692706318437493E-10
93.247616127772           12.500000000000002       -1.3551325352531533E-10
92.84776626400856         12.5                     -3.528893628007448E-11
99.03404485773754         2.3813319314846813       -9.887754972005703E-12
99.35602990515835         2.1827927162278873       -5.67278700149419E-12
99.67801495257916         1.9842535009710929       -6.891790306182097E-12
100                       1.785714285714299        -7.552874604839626E-12
99.35602990515835         2.5796181130532845       -1.2847523809531161E-11
99.67801495257918         2.3810788977964905       -8.595200177668458E-12
100                       2.1825396825396957       -8.036532488079328E-12
99.67801495257916         2.7779042946218873       -1.0507907892194528E-11
100.00000000000001        2.5793650793650937       -7.695663982459809E-12
99.0337266617009          1.1906282854518366       -8.739111410003731E-12
99.35581777446727         0.9921648887139269       -4.4703581253852296E-12
99.67790888723363         0.7937014919760171       -5.8079286329837206E-12
100                       0.5952380952381073       -6.5555121728652474E-12
99.35581777446727         1.3889902855393241       -1.1793803035156275E-11
99.67790888723364         1.1905268888014144       -7.540934004322224E-12
100                       0.9920634920635046       -7.01361498955758E-12
99.67790888723363         1.5873522856268114       -9.466031943664167E-12
100.00000000000001        1.3888888888889017       -6.72104160295161E-12
92.2479914683634          11.528456019838496       -2.587782570083176E-11
92.4479164002451          11.852304013225663       1.375926669813833E-10
92.64784133212682         12.176152006612831       1.440198597442556E-10
92.04806653648167         11.852304013225663       -1.6275415413494375E-10
92.24799146836338         12.176152006612833       -1.8526503508949458E-11
92.4479164002451          12.5                     9.660324070204926E-11
91.84814160459995         12.176152006612831       -1.5754410540647158E-10
92.04806653648167         12.500000000000002       -1.0526204345986505E-10
91.64821667271823         12.5                     -3.856321122468906E-11
99.03330455493021         2.060801113530908E-4     -7.430867760761914E-12
99.3555363699535          -0.19827531167179274     -3.219943198773331E-12
99.67776818497674         -0.39675670345493846     -4.6870546453954084E-12
100                       -0.5952380952380842      -5.530515518061675E-12
99.3555363699535          0.19855008515360453      -1.0580080500973194E-11
99.67776818497677         6.869337045869138E-5     -6.403797778427766E-12
100                       -0.19841269841268702     -5.922200278243837E-12
99.67776818497674         0.3968940901958559       -8.378967686069535E-12
100.00000000000001        0.19841269841271014      -5.644617323991161E-12
91.04842422503584         11.52846386173981        -2.9901435988919014E-11
91.24835504092998         11.852309241159874       8.171520435993215E-11
91.4482858568241          12.176154620579934       8.876897156255977E-11
90.84850517716654         11.852309241159874       -1.1237576487283157E-10
91.04843599306069         12.176154620579938       -2.1216132990969517E-11
91.2483668089548          12.5                     5.94617812486445E-11
90.64858612929723         12.176154620579934       -1.0613158443289654E-10
90.84851694519139         12.500000000000002       -7.023815960694165E-11
90.44866708142793         12.5                     -4.1045624214626554E-11
99.0327589457731          -1.1901854276451538      -6.037769392618972E-12
99.3551726305154          -1.3886950470015278      -1.9607370147041406E-12
99.67758631525768         -1.5872046663579016      -3.5943442249438877E-12
100                       -1.7857142857142758      -4.567786055271315E-12
99.3551726305154          -0.9918696501761306      -9.309706065169397E-12
99.67758631525771         -1.1903792695325046      -5.251120274535659E-12
100                       -1.3888888888888786      -4.858325058203785E-12
99.67758631525768         -0.7935538727071074      -7.251653271631183E-12
100.00000000000001        -0.9920634920634817      -4.566548291678946E-12
99.03207639926138         -2.3803909559875596      -4.6782330176218184E-12
99.3547175995076          -2.5789907960551965      -8.004155339507477E-13
99.67735879975379         -2.7775906361228326      -2.7093321759129232E-12
100                       -2.976190476190469       -3.862100959236968E-12
99.3547175995076          -2.1821653992297985      -8.153538439182584E-12
99.67735879975383         -2.380765239297435       -4.2192338179627825E-12
100                       -2.5793650793650715      -3.902858502030393E-12
99.67735879975379         -1.9839398424720371      -6.213958588132449E-12
100.00000000000001        -2.182539682539674       -3.5709757317866754E-12
89.84885915606912         11.528510066744365       -3.499341080171536E-11
90.04879513118873         11.852340044496245       2.2660994274157735E-11
90.24873110630831         12.176170022248122       3.05785339317934E-11
89.6489452674253          11.852340044496245       -6.122709365092642E-11
89.8488812425449          12.176170022248126       -2.424464694725427E-11
90.04881721766449         12.5                     2.063454331819936E-11
89.44903137878146         12.176170022248122       -5.408017845899597E-11
89.64896735390107         12.500000000000002       -3.5531390544281444E-11
89.24911749013762         12.5                     -4.343644845581267E-11
99.03101805656524         -3.570191725650757       -3.5385680347829888E-12
99.35401203771018         -3.7690167059893915      1.6689096354268586E-13
99.67700601885507         -3.9678416863280264      -2.1397681337700787E-12
100                       -4.166666666666661       -3.5153957724455295E-12
99.35401203771018         -3.372191309163995       -7.2599808256254685E-12
99.67700601885511         -3.571016289502629       -3.419795716430983E-12
100                       -3.7698412698412644      -3.1225383347527926E-12
99.67700601885507         -3.1741908926772315      -5.466776894556353E-12
100.00000000000001        -3.3730158730158677      -2.732066363912245E-12
99.02927704139181         -4.759310935307191       -2.8329957491540577E-12
99.35285136092789         -4.958588242585745       9.21663750064426E-13
99.67642568046395         -5.157865549864297       -1.9561669703261735E-12
100                       -5.357142857142851       -3.634515204232293E-12
99.35285136092789         -4.56176284576035        -6.664677231487147E-12
99.67642568046396         -4.761040153038902       -2.8951067204194166E-12
100                       -4.960317460317455       -2.5799087076734792E-12
99.67642568046395         -4.364214756213505       -5.089561586529283E-12
100.00000000000001        -4.563492063492059       -2.112628059077098E-12
88.64930331605366         11.52855591425429        -4.110356755819057E-11
88.84924137408164         11.852370609502861       -3.751886492002967E-11
89.04917943210963         12.176185304751428       -2.836961228020993E-11
88.44939151031822         11.852370609502861       -1.0412230207844439E-11
88.64932956834622         12.176185304751433       -2.7598036557301923E-11
88.8492676263742          12.5                     -1.8450563846993673E-11
88.24947970458277         12.176185304751428       -2.030521971538566E-12
88.44941776261078         12.500000000000002       -5.978796702662341E-13
88.04956789884731         12.5                     -4.573634194036223E-11
99.02641304822656         -5.946794849030024       -2.806657226197394E-12
99.35094203215104         -6.147069581893032       1.645307802649947E-12
99.67547101607552         -6.347344314756038       -1.5639273387915745E-12
100                       -6.547619047619044       -3.6077104441987134E-12
99.35094203215104         -5.750244185067633       -6.210620275640975E-12
99.67547101607553         -5.95051891793064        -2.5395712074227942E-12
100                       -6.150793650793647       -2.4288974490182893E-12
99.67547101607552         -5.553693521105242       -5.0683947957207385E-12
100.00000000000001        -5.75396825396825        -1.828393797908243E-12
99.02362978283487         -7.130544032661561       -9.711961622570526E-13
99.34908652188992         -7.333061101139452       2.7816098446230306E-12
99.67454326094496         -7.535578169617344       -7.298929921805431E-13
100.00000000000001        -7.7380952380952355      -3.735676455375651E-12
99.34908652188992         -6.936235704314057       -6.366493929529329E-12
99.67454326094497         -7.138752772791949       -2.607281051950014E-12
100                       -7.341269841269838       -3.0144690636484377E-12
99.67454326094494         -6.74192737596655        -5.130643512097138E-12
100.00000000000001        -6.944444444444443       -2.141879255893482E-12
87.44976347660129         11.528569780453765       -4.859297249085465E-11
87.64969828401662         11.852379853635842       -9.882559610114449E-11
87.84963309143195         12.17618992681792        -8.799141777014462E-11
87.2498484202532          11.852379853635842       3.961635142210968E-11
87.44978322766853         12.176189926817923       -3.141088239176933E-11
87.64971803508386         12.5                     -5.769689639473579E-11
87.0499333639051          12.17618992681792        4.968664557836771E-11
87.24986817132046         12.500000000000002       3.44038659274888E-11
86.85001830755701         12.5                     -4.793176422002977E-11
99.02161367251894         -8.308542181769178       3.675586728255774E-12
99.34774244834595         -8.515218597369927       7.955164037733026E-12
99.67387122417297         -8.721895012970675       4.939310022509961E-12
99.99999999999999         -8.928571428571425       1.3197754413256379E-12
99.34774244834597         -8.11839320054453        -6.486871863120919E-12
99.673871224173           -8.325069616145282       -7.402644816726807E-13
100                       -8.53174603174603        -3.4388702963895893E-12
99.67387122417298         -7.9282442193198825      -5.072333492102006E-12
100.00000000000003        -8.134920634920634       -3.077861554705347E-12
99.03029618663233         -9.451533363168364       1.560769991751092E-11
99.35353079108822         -9.674038115128115       -7.030156835267119E-12
99.6767653955441          -9.896542867087867       -3.518566510364156E-11
100                       -10.119047619047619      -4.388432559407524E-11
99.35353079108822         -9.277212718302717       -3.191633411303721E-11
99.67676539554414         -9.49971747026247        -1.4123284785069346E-11
100                       -9.722222222222223       -1.0400157128031875E-12
99.6767653955441          -9.10289207343707        -1.4014420015230162E-11
100.00000000000001        -9.325396825396826       -4.60014047151985E-13
86.2502270525058          11.528550509632334       -5.794355861158418E-11
86.45015747085621         11.852367006421556       -1.6135962525015227E-10
86.65008788920662         12.176183503210776       -1.482235544969587E-10
86.05030760709278         11.852367006421556       8.831281827438062E-11
86.2502380254432          12.17618350321078        -3.584020327384348E-11
86.45016844379357         12.5                     -9.694622208225594E-11
85.85038816167975         12.176183503210776       1.0068876951559408E-10
86.05031858003017         12.500000000000002       6.93319084842682E-11
85.6504687162667          12.5                     -5.001439065911533E-11
99.19774303227764         -11.72468635393463       2.3123340832392324E-11
99.46516202151842         -11.98312423595642       -1.2052597320284213E-10
99.7325810107592          -12.24156211797821       -3.087517839996952E-10
100                       -12.5                    -4.969293373939372E-10
99.46516202151842         -11.586298839131025      -2.6768011094383635E-11
99.73258101075923         -11.844736721152817      -2.3676580811681587E-11
100                       -12.103174603174605      -4.021315709963899E-12
99.7325810107592          -11.447911324327418      8.16197562548969E-11
100.00000000000001        -11.70634920634921       -1.290393020919669E-12
99.99999999999999         -11.309523809523808      1.2369438470555729E-10
99.65009568250522         -10.309857740859497      -1.135401638692705E-11
99.30019136501043         -10.500667862671378      4.232652831685289E-11
98.95028704751566         -10.691477984483257      -4.1628212078356394E-11
100.00000000000001        -10.515873015873016      -6.275710631931304E-12
99.65009568250522         -10.706683137684896      1.6464419561800433E-11
99.30019136501043         -10.897493259496775      -4.906110985379764E-11
100                       -10.912698412698411      -7.57205366373587E-12
99.65009568250524         -11.103508534510295      6.790454853497922E-11
85.05068678276034         11.528518202206882       -6.98158853583158E-11
85.25061409392913         11.852345468137923       -2.2533312544746723E-10
85.45054140509791         12.17617273406896        -2.0905534915764695E-10
84.8507642301657          11.852345468137923       1.3500997677750712E-10
85.05069154133447         12.176172734068963       -4.110246242797795E-11
85.25061885250327         12.5                     -1.3603966100325985E-10
84.65084167757105         12.17617273406896        1.5053189783457356E-10
84.85076898873984         12.500000000000002       1.0404073613309842E-10
84.4509191249764          12.5                     -5.197467840095122E-11
99.06911550913858         -11.98312423595642       3.836810221509498E-10
98.94048798599951         -12.24156211797821       4.0588794560079294E-10
98.81186046286048         -12.5                    1.0583347696989078E-11
99.33653449837938         -12.241562117978214      -7.256519131688192E-12
99.20790697524032         -12.5                    1.8049561849983866E-10
99.60395348762017         -12.500000000000002      -4.0342563672526866E-10
83.85114191022298         11.528485784991283       -8.51066365993583E-11
84.05106764847413         11.852323856660854       -2.91108530650315E-10
84.25099338672526         12.176161928330426       -2.7054838657052963E-10
83.65121778471068         11.852323856660854       1.7887900103314041E-10
83.85114352296183         12.17616192833043        -4.74929747003693E-11
84.05106926121297         12.5                     -1.748172066634186E-10
83.45129365919837         12.176161928330426       1.986898504834256E-10
83.65121939744954         12.500000000000002       1.3838061445297568E-10
83.25136953368609         12.5                     -5.379920540701927E-11
98.2049759713037          -11.615087032153788      -4.279695158351671E-11
98.01149338082678         -11.910058021435857      3.7243049517398696E-10
97.81801079034985         -12.205029010717928      3.8679297117178283E-10
97.62452819987294         -12.5                    1.3308137100687829E-11
98.40727080182262         -11.910058021435857      -3.7521235951215427E-10
98.21378821134572         -12.205029010717931      -1.4588708526862857E-11
98.02030562086878         -12.5                    2.725346774934209E-10
98.60956563234154         -12.205029010717928      -3.7083251379208235E-10
98.41608304186465         -12.500000000000002      -2.760795096601377E-10
82.65159473804094         11.528456019838503       -1.0504103999709163E-10
82.85151966992265         11.852304013225668       -3.5925678027862947E-10
83.05144460180436         12.176152006612833       -3.32863187023633E-10
82.45166980615923         11.852304013225668       2.1887043345473745E-10
82.65159473804094         12.176152006612837       -5.541544577401259E-11
82.85151966992264         12.5                     -2.131123922989185E-10
82.25174487427749         12.176152006612833       2.445234842793307E-10
82.45166980615923         12.500000000000002       1.7219750246242113E-10
82.05181994239578         12.5                     -5.547781488923434E-11
97.03018423803604         -11.57505661957427       -9.283586060376825E-12
96.83180848128652         -11.88337107971618       3.4151294370553806E-10
96.63343272453695         -12.19168553985809       3.3992241415061843E-10
96.43505696778742         -12.5                    1.1267927977955612E-11
97.2282988919817          -11.88337107971618       -3.844813433668728E-10
97.02992313523214         -12.191685539858094      -1.5803999547665186E-11
96.83154737848258         -12.5                    2.152624345244453E-10
97.4264135459273          -12.19168553985809       -3.8760944742256404E-10
97.22803778917778         -12.500000000000002      -2.7368699342566076E-10
81.45204514675065         11.528456019838503       -1.3125293119272195E-10
81.65197007863237         11.852304013225668       -4.306308208764284E-10
81.85189501051406         12.176152006612833       -3.9629993291015764E-10
81.25212021486894         11.852304013225668       2.53637942360814E-10
81.45204514675063         12.176152006612837       -6.541839251139643E-11
81.65197007863236         12.5                     -2.5076173113633365E-10
81.0521952829872          12.176152006612833       2.872416607342611E-10
81.25212021486894         12.500000000000002       2.0533068610338902E-10
80.8522703511055          12.5                     -5.698472098111461E-11
95.84358108490294         -11.549754280287768      -1.2925429860716471E-11
95.64353502665824         -11.866502853525178      2.8564722225575055E-10
95.44348896841355         -12.183251426762588      2.8137182661781824E-10
95.24344291016887         -12.5                    2.7134994554458952E-12
96.04073971253109         -11.866502853525178      -3.319479812735842E-10
95.84069365428643         -12.183251426762592      -1.5504837988220792E-11
95.64064759604172         -12.5                    1.7878598400784955E-10
96.23789834015923         -12.183251426762588      -3.336376040219345E-10
96.03785228191457         -12.500000000000002      -2.3215166853814367E-10
80.25249555546034         11.5284560198385         -1.659929955647842E-10
80.45242048734207         11.852304013225668       -5.064608173032291E-10
80.65234541922378         12.176152006612833       -4.613330696377888E-10
80.05257062357863         11.852304013225668       2.814134407860901E-10
80.25249555546036         12.176152006612837       -7.825075993220009E-11
80.45242048734205         12.5                     -2.875806587786705E-10
79.8526456916969          12.176152006612833       3.258285542793894E-10
80.05257062357862         12.500000000000002       2.376005877323516E-10
79.65272075981518         12.5                     -5.830545238318308E-11
94.65144930696728         -11.545963028709568      -1.1440755665716905E-11
94.45007148974432         -11.863975352473046      2.3418999495148206E-10
94.24869367252134         -12.181987676236522      2.2976462549446982E-10
94.04731585529838         -12.5                    2.496023208826765E-12
94.84878050803447         -11.863975352473046      -2.8357680153004015E-10
94.64740269081153         -12.181987676236526      -1.684702849119764E-11
94.44602487358854         -12.5                    1.4493922641749403E-10
95.04611170910167         -12.181987676236522      -2.8724266272564655E-10
94.84473389187872         -12.500000000000002      -2.0066705806942743E-10
79.05294596417002         11.5284560198385         -2.1229995038809302E-10
79.25287089605175         11.852304013225668       -5.884899141947675E-10
79.45279582793347         12.176152006612833       -5.286872700557387E-10
78.85302103228832         11.852304013225668       2.998826109809849E-10
79.05294596417004         12.176152006612837       -9.492891595418551E-11
79.25287089605173         12.5                     -3.233798296929395E-10
78.6530961004066          12.176152006612833       3.5898878555856196E-10
78.85302103228834         12.500000000000002       2.688160389976493E-10
78.45317116852488         12.5                     -5.941792336496169E-11
93.45265816030214         -11.535835636945619      -1.2621717986963823E-11
93.2510275282041          -11.857223757963748      1.7992985207934765E-10
93.04939689610607         -12.178611878981872      1.7424916687280938E-10
92.84776626400806         -12.5                    -4.3261411837734986E-14
93.65087739196755         -11.857223757963748      -2.327073043081356E-10
93.44924675986954         -12.178611878981878      -1.8572626041707116E-11
93.24761612777151         -12.5                    1.0562057149571722E-10
93.84909662363295         -12.178611878981872      -2.3717485313513406E-10
93.64746599153494         -12.500000000000002      -1.6888966297506954E-10
77.85339637287971         11.5284560198385         -2.742968438084456E-10
78.05332130476145         11.852304013225668       -6.791619312630583E-10
78.25324623664315         12.176152006612833       -5.99424774795619E-10
77.653471440998           11.852304013225668       3.0598058413943684E-10
77.85339637287974         12.176152006612837       -1.168336331390353E-10
78.05332130476145         12.5                     -3.579562128596411E-10
77.4535465091163          12.176152006612833       3.850384138279392E-10
77.65347144099805         12.500000000000002       2.987648359341958E-10
77.25362157723457         12.5                     -6.029557694497586E-11
92.25155477263442         -11.531799937472812      -1.317994167779485E-11
92.0504420726622          -11.85453329164854       1.2447808033188383E-10
91.84932937268997         -12.177266645824268      1.1811041861975772E-10
91.64821667271774         -12.5                    -2.265058247306131E-12
92.45029193642563         -11.85453329164854       -1.7921799043006802E-10
92.24917923645343         -12.177266645824274      -2.029398803179185E-11
92.04806653648117         -12.5                    6.606137447013881E-11
92.64902910021684         -12.177266645824268      -1.8472826519398287E-10
92.44791640024465         -12.500000000000002      -1.3569977496256903E-10
76.65384678158942         11.5284560198385         -3.575762481760006E-10
76.85377171347113         11.852304013225668       -7.818681879725368E-10
77.05369664535283         12.176152006612833       -6.750641836569439E-10
76.4539218497077          11.852304013225668       2.956239622739851E-10
76.65384678158944         12.176152006612837       -1.4584013791059465E-10
76.85377171347113         12.5                     -3.9108826384221625E-10
76.25399691782597         12.176152006612833       4.0176574598999904E-10
76.45392184970771         12.500000000000002       3.272055114947118E-10
76.05407198594426         12.5                     -6.090605820800669E-11
91.05039231189772         -11.530448565926818      -1.327582740062754E-11
90.84981723507431         -11.853632377284546      6.8761017375335E-11
90.64924215825084         -12.176816188642272      6.177617962607563E-11
90.44866708142742         -12.5                    -4.159683767022173E-12
91.24966709883772         -11.853632377284546      -1.2483695117043522E-10
91.0490920220143          -12.176816188642277      -2.1876314918351126E-11
90.84851694519087         -12.5                    2.6731735504760096E-11
91.44894188577773         -12.176816188642272      -1.311234916907978E-10
91.24836680895432         -12.500000000000002      -1.0186324091312523E-10
75.45429719029912         11.5284560198385         -4.697239637449121E-10
75.65422212218083         11.852304013225668       -9.012842309880088E-10
75.85414705406254         12.176152006612833       -7.577424635331203E-10
75.2543722584174          11.852304013225668       2.6334710525289135E-10
75.45429719029914         12.176152006612837       -1.8449432373425527E-10
75.65422212218083         12.5                     -4.225291258251919E-10
75.05444732653568         12.176152006612833       4.06242559574042E-10
75.25437225841742         12.500000000000002       3.538562446247257E-10
74.85452239465396         12.5                     -6.120868390078359E-11
89.8500774779604          -11.529808473892965      -1.2461490103202172E-11
89.64975748201931         -11.853205649261977      1.3117085136857722E-11
89.4494374860782          -12.176602824630987      5.2522052385559235E-12
89.24911749013708         -12.499999999999998      -6.138622921133274E-12
90.04960734578275         -11.853205649261977      -6.960952896046546E-11
89.84928734984167         -12.176602824630988      -2.3197927018276743E-11
89.64896735390055         -12.5                    -1.2557241017704263E-11
90.24913721360508         -12.176602824630987      -7.680282118263669E-11
90.048817217664           -12.500000000000002      -6.738887680768061E-11
74.25474759900881         11.528456019838503       -6.210304173578152E-10
74.45467253089052         11.852304013225668       -1.0438275805877806E-9
74.65459746277224         12.176152006612833       -8.50434616591671E-10
74.05482266712707         11.852304013225668       2.0180756606603618E-10
74.2547475990088          12.176152006612837       -2.3625215239466037E-10
74.45467253089049         12.5                     -4.5199661257962905E-10
73.85489773524534         12.176152006612833       3.9456702340239634E-10
74.0548226671271          12.500000000000002       3.78379763823345E-10
73.65497280336365         12.5                     -6.115181113645298E-11
88.65012354042975         -11.52919830776562       -1.0656281080941153E-11
88.44993832656877         -11.852798871843746      -4.2068041969261946E-11
88.24975311270778         -12.176399435921873      -5.115527415189533E-11
88.04956789884677         -12.5                    -8.148851055480588E-12
88.84978819033219         -11.852798871843746      -1.3547661597511902E-11
88.64960297647121         -12.176399435921875      -2.415394355427782E-11
88.44941776261022         -12.5                    -5.18975491896126E-11
89.04945284023464         -12.176399435921873      -2.1988511378667784E-11
88.84926762637367         -12.500000000000002      -3.2612798619521E-11
73.05519800771849         11.528456019838499       -8.254563671047739E-10
73.25512293960021         11.852304013225666       -1.2182781064216052E-9
73.45504787148192         12.176152006612833       -9.572517597670504E-10
72.85527307583679         11.852304013225666       1.0111473753491773E-10
73.05519800771852         12.176152006612837       -3.058045723875362E-10
73.25512293960023         12.5                     -4.79160156387994E-10
72.65534814395507         12.176152006612833       3.6151483528014886E-10
72.85527307583679         12.500000000000002       4.003625750725274E-10
72.45542321207336         12.5                     -6.066874361576721E-11
87.45015406944276         -11.528881166755419      -7.433103036765222E-12
87.25010881548066         -11.852587444503614      -9.637490520630032E-11
87.05006356151854         -12.176293722251806      -1.0713829108974824E-10
86.85001830755644         -12.5                    -1.0201417127136387E-11
87.6499586792441          -11.852587444503614      4.355972594874794E-11
87.449913425282           -12.17629372225181       -2.460495213192359E-11
87.24986817131989         -12.5                    -9.11712003668351E-11
87.84976328904543         -12.176293722251806      3.3426733111108136E-11
87.64971803508335         -12.500000000000002      2.3768511815744604E-12
71.85564841642818         11.5284560198385         -1.1019448195851493E-9
72.0555733483099          11.852304013225668       -1.4366212120258523E-9
72.25549828019162         12.176152006612833       -1.0838458770794436E-9
71.65572348454647         11.852304013225668       -5.208266606670116E-11
71.8556484164282          12.176152006612837       -3.9951918876548416E-10
72.0555733483099          12.5                     -5.036227364508732E-10
71.45579855266475         12.176152006612833       3.0006476060095085E-10
71.65572348454647         12.500000000000002       4.1928636271057437E-10
71.25587362078303         12.5                     -5.967228207380287E-11
86.25036861295659         -11.528607626260994      -2.2778837465173016E-12
