           x [cm]           y [cm]           z [cm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
           -0.988           -3.458            -4.94      0.023992142   -0.00090114668      0.060766589     0.0031062253      0.073801935     -0.046088852
           -0.494           -3.458            -4.94      0.012683216   -0.00045066804      0.064362749      0.003120841      0.078250885     -0.046418972
    8.8817842e-16           -3.458            -4.94   -7.7828008e-07    2.1953383e-08      0.065619074     0.0031223935      0.079794228     -0.046528548
            0.494           -3.458            -4.94      -0.01268375    0.00045040282      0.064360797     0.0031168668      0.078253686     -0.046421491
            0.988           -3.458            -4.94     -0.023992345    0.00090113719      0.060766231     0.0031065664      0.073801994      -0.04608836
            1.482           -3.458            -4.94     -0.032110162     0.0013484678      0.055266291     0.0030791149       0.06675785     -0.045473829
            1.976           -3.458            -4.94     -0.039336264     0.0017948411      0.049408156     0.0030484977      0.059186146     -0.044786867
             2.47           -3.458            -4.94     -0.042215895     0.0022384271      0.042988285     0.0030019323       0.05041258     -0.043764472
            2.964           -3.458            -4.94     -0.044218294     0.0026815438      0.036645792     0.0029511137      0.041605152     -0.042660713
            3.458           -3.458            -4.94     -0.043521725     0.0031234166      0.030947095     0.0028850092      0.033137441     -0.041277524
            3.952           -3.458            -4.94     -0.042165186     0.0035649701        0.0257522      0.002812122      0.025151979     -0.039777987
            4.446           -3.458            -4.94     -0.039812881     0.0040060426      0.021317448     0.0027290017       0.01789413     -0.038102899
             4.94           -3.458            -4.94     -0.037082702     0.0044468334      0.018504217     0.0026698178      0.013168301     -0.036917716
            5.434           -3.458            -4.94     -0.034136254     0.0048874635      0.016619034     0.0026243334     0.0098916274     -0.036012921
           -5.434           -2.964            -4.94      0.037954006    -0.0049361871      0.015169464     0.0031430004      0.013038797     -0.036686182
            -4.94           -2.964            -4.94      0.041661061    -0.0044864984      0.017107721     0.0031920811      0.016816691     -0.037603345
           -4.446           -2.964            -4.94       0.04519574    -0.0040383441      0.020040089     0.0032554674      0.022312367     -0.038804378
           -3.952           -2.964            -4.94      0.048429236    -0.0035928702      0.024709405     0.0033438494      0.030809421     -0.040501397
           -3.458           -2.964            -4.94      0.050603412    -0.0031477145      0.030328222     0.0034204347       0.04032965     -0.042019326
           -2.964           -2.964            -4.94      0.052075494    -0.0027027696      0.036576342     0.0034892014      0.050528012     -0.043418556
            -2.47           -2.964            -4.94      0.050342903    -0.0022569366      0.043769959     0.0035418305      0.061397828     -0.044532873
           -1.976           -2.964            -4.94      0.047537033     -0.001810646      0.051110614     0.0035899749      0.072292723     -0.045564432
           -1.482           -2.964            -4.94      0.039186154    -0.0013608797      0.058031127     0.0036213454      0.081927508      -0.04625652
           -0.988           -2.964            -4.94      0.029632581   -0.00090983661      0.064569414      0.003648998      0.090931408     -0.046874616
           -0.494           -2.964            -4.94      0.015758272   -0.00045498621      0.068939045     0.0036621743      0.096715577      -0.04720531
    8.8817842e-16           -2.964            -4.94   -4.9656956e-07    5.1456436e-07       0.07047642     0.0036656077      0.098731376     -0.047315978
            0.494           -2.964            -4.94     -0.015758449    0.00045470588      0.068936214     0.0036610893      0.096716516      -0.04720778
            0.988           -2.964            -4.94     -0.029632846    0.00091017812      0.064569071     0.0036489216      0.090931579     -0.046874385
            1.482           -2.964            -4.94     -0.039186426     0.0013609719       0.05803154     0.0036210706      0.081927799     -0.046255935
            1.976           -2.964            -4.94     -0.047537152     0.0018103558      0.051110782     0.0035897067      0.072292946     -0.045564357
             2.47           -2.964            -4.94     -0.050342992      0.002256464       0.04377022     0.0035415383      0.061397921     -0.044532876
            2.964           -2.964            -4.94     -0.052075587     0.0027021552      0.036576707     0.0034889132      0.050528001     -0.043418597
            3.458           -2.964            -4.94     -0.050603669     0.0031470824      0.030328598     0.0034203122      0.040329654     -0.042019371
            3.952           -2.964            -4.94     -0.048429493     0.0035924406        0.0247097     0.0033438907      0.030809464     -0.040501393
            4.446           -2.964            -4.94     -0.045195743     0.0040384484      0.020040167     0.0032556697      0.022312479     -0.038804244
             4.94           -2.964            -4.94     -0.041660957     0.0044867625      0.017107615     0.0031923864      0.016816836     -0.037603155
            5.434           -2.964            -4.94     -0.037953869     0.0049363957      0.015169194     0.0031433755      0.013038956     -0.036685973
           -5.434            -2.47            -4.94      0.041676715    -0.0049719247      0.012453898     0.0036444811      0.015827671     -0.037089221
            -4.94            -2.47            -4.94       0.04624138    -0.0045161224      0.014262095      0.003696139      0.020125054     -0.038013913
           -4.446            -2.47            -4.94      0.050715838    -0.0040629078       0.01704175     0.0037626151      0.026437631     -0.039224438
           -3.952            -2.47            -4.94      0.055032689    -0.0036142136      0.021518774     0.0038549814      0.036271226     -0.040934391
           -3.458            -2.47            -4.94      0.058301035    -0.0031667831      0.027078627     0.0039348714      0.047525384     -0.042462338
           -2.964            -2.47            -4.94      0.060874462    -0.0027201902      0.033356152     0.0040064924      0.059721049     -0.043869656
            -2.47            -2.47            -4.94      0.059762098    -0.0022729055      0.040890437     0.0040615359      0.073121674     -0.044987906
           -1.976            -2.47            -4.94      0.057361629    -0.0018251012      0.048656434     0.0041119261      0.086657815     -0.046022374
           -1.482            -2.47            -4.94      0.047932848    -0.0013726105      0.056303654       0.00414452      0.099029765     -0.046714656
           -0.988            -2.47            -4.94      0.036843862   -0.00091823348      0.063591786     0.0041731996       0.11066767     -0.047332745
           -0.494            -2.47            -4.94      0.019755997   -0.00045932684      0.068616323     0.0041868379        0.1183287      -0.04766183
    8.8817842e-16            -2.47            -4.94   -1.5865953e-07    4.7619096e-07       0.07040222     0.0041914461       0.12101829     -0.047772694
            0.494            -2.47            -4.94     -0.019756291    0.00045927989       0.06861344     0.0041871006       0.11832789     -0.047665212
            0.988            -2.47            -4.94     -0.036844127     0.0009187758      0.063591816     0.0041728043       0.11066746       -0.0473327
            1.482            -2.47            -4.94     -0.047933023     0.0013726875      0.056304224     0.0041442094       0.09902972     -0.046714462
            1.976            -2.47            -4.94       -0.0573618     0.0018248013      0.048656475     0.0041115936      0.086658105     -0.046022378
             2.47            -2.47            -4.94     -0.059762172      0.002272523      0.040890601     0.0040612072      0.073121838     -0.044987995
            2.964            -2.47            -4.94     -0.060874488     0.0027197499      0.033356477     0.0040061921      0.059721068     -0.043869816
            3.458            -2.47            -4.94     -0.058301304     0.0031662867      0.027079016     0.0039347177      0.047525357     -0.042462524
            3.952            -2.47            -4.94     -0.055032987     0.0036138226      0.021519102     0.0038549507        0.0362712     -0.040934537
            4.446            -2.47            -4.94     -0.050715834     0.0040628659      0.017041828      0.003762672       0.02643767     -0.039224442
             4.94            -2.47            -4.94     -0.046241198     0.0045162397      0.014261941     0.0036962477      0.020125177     -0.038013853
            5.434            -2.47            -4.94     -0.041676432     0.0049720928      0.012453525     0.0036446208      0.015827887     -0.037089147
           -5.434           -1.976            -4.94      0.045323905    -0.0050040889     0.0093695112     0.0041407924       0.01847476     -0.037414547
            -4.94           -1.976            -4.94      0.050758734    -0.0045429026      0.010988213     0.0041948301      0.023287827     -0.038345449
           -4.446           -1.976            -4.94      0.056194656      -0.00408526      0.013524555      0.004264209      0.030416429      -0.03956373
           -3.952           -1.976            -4.94      0.061632488    -0.0036338088      0.017664228     0.0043603922      0.041590817      -0.04128414
           -3.458           -1.976            -4.94      0.066054024    -0.0031845272      0.022990223     0.0044436175      0.054605171     -0.042819824
           -2.964           -1.976            -4.94      0.069801994    -0.0027366832      0.029102482     0.0045182547      0.068839006      -0.04423308
            -2.47           -1.976            -4.94      0.069401465     -0.002288192      0.036761269     0.0045759259      0.084861644     -0.045353513
           -1.976           -1.976            -4.94      0.067497246    -0.0018390852      0.044735022     0.0046287766        0.1011439     -0.046389267
           -1.482           -1.976            -4.94      0.057029087    -0.0013840242      0.052924126     0.0046627098       0.11640629     -0.047080662
           -0.988           -1.976            -4.94      0.044406261   -0.00092660962      0.060792975     0.0046925778       0.13083425     -0.047697827
           -0.494           -1.976            -4.94      0.023966284   -0.00046368371      0.066373512     0.0047071245       0.14050567     -0.048024736
    8.8817842e-16           -1.976            -4.94    3.4633558e-09    5.6364479e-07      0.068375438       0.00471278        0.1439192     -0.048135195
            0.494           -1.976            -4.94     -0.023966465    0.00046376642      0.066371068     0.0047081853       0.14050409     -0.048029397
            0.988           -1.976            -4.94     -0.044406466    0.00092711218      0.060793288     0.0046919589       0.13083415     -0.047698002
            1.482           -1.976            -4.94     -0.057029109     0.0013840436      0.052924775     0.0046624085       0.11640614     -0.047080696
            1.976           -1.976            -4.94     -0.067497566     0.0018388489      0.044734914      0.004628432       0.10114417      -0.04638936
             2.47           -1.976            -4.94     -0.069401585      0.002287959      0.036761284     0.0045756157        0.0848618     -0.045353714
            2.964           -1.976            -4.94     -0.069801949     0.0027364681      0.029102677     0.0045179939      0.068839014     -0.044233378
            3.458           -1.976            -4.94     -0.066054337     0.0031842967      0.022990547      0.004443455      0.054605104      -0.04282013
            3.952           -1.976            -4.94     -0.061632868     0.0036336023      0.017664533     0.0043602861      0.041590735     -0.041284386
            4.446           -1.976            -4.94     -0.056194667     0.0040851366       0.01352462     0.0042640972      0.030416431     -0.039563816
             4.94           -1.976            -4.94       -0.0507585     0.0045428677      0.010988036     0.0041947053      0.023287972     -0.038345471
