           x [cm]           y [cm]           z [cm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
           -5.764           -2.096           -4.978      -0.30097255       0.10327888      0.052339043      0.011200117      -0.15236059       0.10943796
            -5.24           -2.096           -4.978      -0.34895703      0.086604863      0.054890588     0.0088904575      -0.15941624       0.10955258
           -4.716           -2.096           -4.978      -0.38820556      0.069206789      0.053430989        0.0066561      -0.17352955       0.10758722
           -4.192           -2.096           -4.978      -0.42279676      0.051422689      0.049832933     0.0044618845      -0.19140553       0.10451297
           -3.668           -2.096           -4.978      -0.44291312      0.035786107      0.026224818      0.003064825       -0.2258008       0.09918762
           -3.144           -2.096           -4.978      -0.45861793      0.020970939    -0.0017434917     0.0018550381      -0.26453796      0.094148681
            -2.62           -2.096           -4.978      -0.44649261      0.012528816     -0.044809267     0.0014291937      -0.32572064      0.097858049
           -2.096           -2.096           -4.978      -0.42033488     0.0060529299     -0.086856335      0.001192985      -0.38860872       0.10584075
           -1.572           -2.096           -4.978      -0.35767904     0.0046911743      -0.12625381     0.0014500153      -0.45593253       0.12493829
           -1.048           -2.096           -4.978      -0.27439526     0.0034254307      -0.16169873    0.00050606095      -0.51992422       0.14777714
           -0.524           -2.096           -4.978      -0.14727178     0.0020338257      -0.18393083   -0.00098952197      -0.56479669       0.16756693
                0           -2.096           -4.978    -0.0010266691    1.0940956e-05      -0.19175115    -0.0018391934      -0.58136111       0.17509905
            0.524           -2.096           -4.978       0.14524418    -0.0020620567      -0.18393905    -0.0010095936      -0.56488037       0.16757137
            1.048           -2.096           -4.978       0.27242631    -0.0034128893      -0.16164018    0.00078864134      -0.51985949       0.14719035
            1.572           -2.096           -4.978       0.35581651    -0.0047165714      -0.12628071      0.001458005      -0.45617679       0.12489837
            2.096           -2.096           -4.978       0.41867965    -0.0060658874     -0.086918749     0.0012057712      -0.38886556        0.1056944
             2.62           -2.096           -4.978        0.4450449      -0.01253394     -0.044896983     0.0014464383      -0.32600549      0.097671948
            3.144           -2.096           -4.978       0.45737782         -0.02097    -0.0018525794     0.0018766114       -0.2648567      0.093948469
            3.668           -2.096           -4.978       0.44190407     -0.035802733      0.026110813     0.0030932892       -0.2261603      0.098959059
            4.192           -2.096           -4.978       0.42201579     -0.051466618      0.049719438     0.0044980706      -0.19180448       0.10425542
            4.716           -2.096           -4.978       0.38762385     -0.069327369       0.05334397     0.0067039672      -0.17395669       0.10730333
             5.24           -2.096           -4.978       0.34856793     -0.086810924       0.05482877     0.0089491885       -0.1598608       0.10924619
            5.764           -2.096           -4.978       0.30076358      -0.10358701       0.05230004      0.011268179      -0.15280236       0.10911634
           -5.764           -1.572           -4.978      -0.30631158      0.099641033       0.08309719     0.0087615279      -0.15427737       0.11515385
            -5.24           -1.572           -4.978      -0.35879689      0.081630848      0.089130014     0.0064482563      -0.16254847       0.11692509
           -4.716           -1.572           -4.978      -0.40402734      0.063210621      0.094062723      0.004248308      -0.18034494       0.11757763
           -4.192           -1.572           -4.978      -0.44539005      0.044571757       0.09840893     0.0021087728      -0.20321971       0.11763375
           -3.668           -1.572           -4.978      -0.47328973      0.028351039      0.083191238     0.0007600392      -0.24618492       0.11371343
           -3.144           -1.572           -4.978       -0.4968324        0.0130761      0.063605629    -0.0003816431      -0.29429954       0.10974023
            -2.62           -1.572           -4.978      -0.49107742     0.0052577481      0.027848184    -0.0004596088      -0.36794868       0.11370663
           -2.096           -1.572           -4.978      -0.46894661   -0.00047637455    -0.0074616531   -0.00028271094      -0.44384477       0.12183493
           -1.572           -1.572           -4.978      -0.40422261   -0.00078946783     -0.041607317    0.00055708201      -0.52558506       0.14078824
           -1.048           -1.572           -4.978      -0.31396204   -0.00070866506     -0.072915427   -0.00011057191      -0.60396177       0.16326615
           -0.524           -1.572           -4.978      -0.16954526    1.4363031e-06     -0.093145676    -0.0011152014      -0.65919077       0.18141355
                0           -1.572           -4.978    -0.0010795665   -1.8420655e-05      -0.10020502    -0.0017469095      -0.68012226       0.18797636
            0.524           -1.572           -4.978       0.16745406   -0.00010373345     -0.093014948    -0.0011534509      -0.65942514       0.18155216
            1.048           -1.572           -4.978        0.3118825    0.00073328387     -0.072910823    0.00035414624       -0.6030423       0.16254334
            1.572           -1.572           -4.978       0.40215901    0.00066219317     -0.041857492     0.0005643327      -0.52596754       0.14101429
            2.096           -1.572           -4.978       0.46719402    0.00037969791    -0.0075070113   -0.00025105721       -0.4441452       0.12175141
             2.62           -1.572           -4.978       0.48956272    -0.0053264587       0.02784735   -0.00041786389      -0.36825868       0.11354157
            3.144           -1.572           -4.978       0.49552745     -0.013117857      0.063587695   -0.00033530942      -0.29465422       0.10958131
            3.668           -1.572           -4.978       0.47224441     -0.028387554      0.083157226     0.0008027436      -0.24655463       0.11352725
            4.192           -1.572           -4.978       0.44460252     -0.044613644      0.098360263     0.0021483107      -0.20360067       0.11741976
            4.716           -1.572           -4.978       0.40346345     -0.063313559      0.094007745     0.0042913179       -0.1807275       0.11734769
             5.24           -1.572           -4.978       0.35842979     -0.081808671      0.089073554     0.0064959079      -0.16292502       0.11667916
            5.764           -1.572           -4.978        0.3060908     -0.099919692      0.083048299      0.008816015      -0.15463366       0.11489186
           -5.764           -1.048           -4.978       -0.3082124       0.09658967       0.11560447      0.006371717      -0.15457204       0.12476753
            -5.24           -1.048           -4.978       -0.3643294       0.07765647       0.12555519     0.0040003685      -0.16380204        0.1287065
           -4.716           -1.048           -4.978      -0.41489783      0.058408286       0.13797246     0.0018419586      -0.18471329       0.13242649
           -4.192           -1.048           -4.978       -0.4625082      0.038992152       0.15170474   -0.00020292983      -0.21185216       0.13602969
           -3.668           -1.048           -4.978      -0.49779058      0.022425914        0.1476143    -0.0012623171      -0.26228228       0.13386367
           -3.144           -1.048           -4.978      -0.52884865     0.0069140415       0.13948576    -0.0020676302      -0.31864566       0.13125393
            -2.62           -1.048           -4.978      -0.52992511   -0.00062035443       0.11583223     -0.001600509      -0.40411982       0.13522869
           -2.096           -1.048           -4.978      -0.51241744     -0.005837528      0.092313923   -0.00085878058      -0.49243832       0.14321366
           -1.572           -1.048           -4.978      -0.44657284    -0.0050276555      0.069147311    0.00059719675      -0.58815491       0.16162911
           -1.048           -1.048           -4.978      -0.34181303    -0.0033725789       0.04630585     0.0013789971      -0.67959958       0.18263067
           -0.524           -1.048           -4.978       -0.1877159    -0.0011541711      0.035043005    5.1206793e-05      -0.74494261       0.19674635
                0           -1.048           -4.978   -0.00032755861    0.00028344867       0.03106669    -0.0006156679      -0.76874876        0.2068539
