           x [cm]           y [cm]           z [cm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
           -0.917           -0.131           -1.441      -0.31200686      0.041060537      -0.14915007    -0.0010461038        -2.429477     0.0077112429
           -0.655           -0.131           -1.441       0.58328652      0.043816492      -0.18577723   -0.00077007653       -2.6405966     0.0055898596
           -0.393           -0.131           -1.441        2.0047164      0.045609705      -0.16801074   -0.00048219872       -2.2156615     0.0033417051
           -0.131           -0.131           -1.441        3.6905136      0.046651967     -0.088120945   -0.00016693064       -1.0896115     0.0010420677
            0.131           -0.131           -1.441        3.6904964      0.046633631      0.088144004    0.00016724337         1.089636    -0.0010999013
            0.393           -0.131           -1.441        2.0047011      0.045614965       0.16802922    0.00047391196        2.2156935    -0.0033625914
            0.655           -0.131           -1.441       0.58330017      0.043819182       0.18577339    0.00076879404         2.640599    -0.0055975174
            0.917           -0.131           -1.441      -0.31201205      0.041071761       0.14914729     0.0010456686         2.429481    -0.0077290959
            1.179           -0.131           -1.441      -0.63949215      0.036514811       0.12175097     0.0011839642        2.1927564     -0.008837699
           -1.179            0.131           -1.441      -0.62111604      0.036198162       0.31902874    -0.0028910874       -2.1957431     0.0088383798
           -0.917            0.131           -1.441      -0.28846613      0.040686425       0.34443167    -0.0024779139       -2.4332545     0.0077277306
           -0.655            0.131           -1.441       0.61426616      0.043401908       0.36023659    -0.0017417786       -2.6457772     0.0055990992
           -0.393            0.131           -1.441        2.0450678      0.045162372       0.29437095    -0.0010024931       -2.2207079     0.0033786728
           -0.131            0.131           -1.441        3.7410891      0.046142351       0.13995701   -0.00031414779       -1.0925856     0.0011502948
            0.131            0.131           -1.441        3.7410512      0.046165664      -0.13998483    0.00030934156         1.092604    -0.0011209812
            0.393            0.131           -1.441        2.0450723      0.045168389      -0.29437807    0.00099918176        2.2206936    -0.0033697849
            0.655            0.131           -1.441       0.61426806      0.043395385      -0.36023551     0.0017391163        2.6457653     -0.005598471
            0.917            0.131           -1.441      -0.28846389      0.040689804       -0.3444314     0.0024771248        2.4332547    -0.0077223559
            1.179            0.131           -1.441      -0.62111491      0.036192872       -0.3190265     0.0028924609        2.1957407    -0.0088332593
           -1.179            0.393           -1.441      -0.50800157      0.036499597       0.69677955    -0.0046171299       -1.9922062     0.0090099983
           -0.917            0.393           -1.441      -0.16685688      0.040820137       0.76240462    -0.0039122491       -2.1851888     0.0078181559
           -0.655            0.393           -1.441       0.67435634       0.04338346        0.8145932    -0.0026926133       -2.3306203     0.0056012571
           -0.393            0.393           -1.441         1.933851      0.045032527       0.67724371     -0.001553888       -1.9291084     0.0033276775
           -0.131            0.393           -1.441        3.3839071      0.045995723       0.33145738   -0.00050679501      -0.93192762     0.0010800993
            0.131            0.393           -1.441        3.3839805      0.046017896      -0.33145913    0.00050881243       0.93190449    -0.0010870681
